,order_id,quantity,item_name,choice_description,item_price
3961,1587,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole]]",$11.25 
3962,1587,1,Canned Soft Drink,[Coke],$1.25 
3963,1588,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",$9.25 
3964,1588,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3965,1588,1,Chips and Guacamole,,$4.45 
3966,1588,1,Chips and Fresh Tomato Salsa,,$2.95 
3967,1589,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 
3968,1590,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Fajita Vegetables, Lettuce, Cheese, Sour Cream]]",$8.75 
3969,1590,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
3970,1591,2,Steak Burrito,"[Fresh Tomato Salsa, [Lettuce, Sour Cream, Cheese, Fajita Vegetables, Pinto Beans, Rice]]",$18.50 
3971,1592,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$9.25 
3972,1592,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$9.25 
3973,1592,4,Canned Soft Drink,[Coke],$5.00 
3974,1592,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",$8.75 
3975,1592,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
3976,1593,2,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]",$16.98 
3977,1594,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",$11.25 
3978,1594,1,Chips and Fresh Tomato Salsa,,$2.95 
3979,1595,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 
3980,1595,1,Chips,,$2.15 
3981,1595,1,Bottled Water,,$1.50 
3982,1596,1,Chicken Salad,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
3983,1596,1,Chips and Fresh Tomato Salsa,,$2.39 
3984,1597,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese]]",$9.25 
3985,1597,1,Chips,,$2.15 
3986,1597,1,Canned Soft Drink,[Nestea],$1.25 
3987,1598,1,Chicken Burrito,"[Tomatillo Green Chili (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",$8.19 
3988,1598,1,Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",$8.69 
3989,1598,1,Chicken Salad,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Cheese]]",$8.19 
3990,1598,1,Chicken Burrito,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",$8.19 
3991,1599,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$8.75 
3992,1599,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
3993,1599,1,Canned Soft Drink,[Nestea],$1.25 
3994,1600,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$9.25 
3995,1600,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
3996,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",$11.25 
3997,1601,1,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]",$8.75 
3998,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
3999,1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4000,1602,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce]]",$8.99 
4001,1602,1,Bottled Water,,$1.09 
4002,1603,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
4003,1603,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$9.25 
4004,1603,1,Chips and Guacamole,,$4.45 
4005,1604,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 
4006,1604,1,Chips and Guacamole,,$3.99 
4007,1604,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
4008,1604,1,Canned Soda,[Diet Coke],$1.09 
4009,1605,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 
4010,1605,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
4011,1606,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4012,1606,1,Chicken Salad Bowl,[Fresh Tomato Salsa],$8.75 
4013,1607,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",$11.25 
4014,1607,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.75 
4015,1608,1,Chips and Guacamole,,$4.45 
4016,1608,2,Canned Soft Drink,[Diet Coke],$2.50 
4017,1608,1,Chicken Soft Tacos,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4018,1609,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
4019,1609,1,Nantucket Nectar,[Pineapple Orange Banana],$3.39 
4020,1610,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
4021,1610,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",$9.25 
4022,1610,1,Chips and Guacamole,,$4.45 
4023,1610,1,Canned Soft Drink,[Lemonade],$1.25 
4024,1611,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4025,1611,1,Chips,,$2.15 
4026,1611,1,Chips and Guacamole,,$4.45 
4027,1611,2,Canned Soft Drink,[Coke],$2.50 
4028,1612,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Lettuce]]",$8.99 
4029,1612,1,Chips and Guacamole,,$3.99 
4030,1613,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, Cheese]",$8.75 
4031,1613,1,Chips,,$2.15 
4032,1613,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]",$11.75 
4033,1614,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.75 
4034,1614,1,Canned Soft Drink,[Coke],$1.25 
4035,1615,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",$8.75 
4036,1615,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",$9.39 
4037,1615,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4038,1615,1,Steak Soft Tacos,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4039,1616,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",$9.25 
4040,1616,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
4041,1617,1,Carnitas Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",$9.25 
4042,1617,1,Chips and Guacamole,,$4.45 
4043,1618,1,Canned Soft Drink,[Diet Coke],$1.25 
4044,1618,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce]]",$9.25 
4045,1618,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",$8.75 
4046,1619,1,Barbacoa Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole]]",$11.75 
4047,1619,1,Bottled Water,,$1.50 
4048,1620,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$8.75 
4049,1620,1,Chips and Guacamole,,$4.45 
4050,1621,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Fajita Veggies]]",$8.99 
4051,1621,1,Canned Soda,[Sprite],$1.09 
4052,1622,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$9.25 
4053,1622,1,Chips and Fresh Tomato Salsa,,$2.95 
4054,1623,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Sour Cream, Lettuce, Cheese, Black Beans, Rice]]",$8.99 
4055,1623,1,Side of Chips,,$1.69 
4056,1624,1,Barbacoa Bowl,"[[Rice, Cheese]]",$8.69 
4057,1624,1,Side of Chips,,$1.69 
4058,1625,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",$11.25 
4059,1625,1,Chips and Guacamole,,$4.45 
4060,1626,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4061,1626,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4062,1626,1,Chips and Guacamole,,$4.45 
4063,1627,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4064,1627,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4065,1627,1,Chips and Fresh Tomato Salsa,,$2.95 
4066,1627,1,Bottled Water,,$1.50 
4067,1628,1,Chicken Burrito,"[[Lettuce, Rice, Fajita Veggies]]",$8.19 
4068,1628,1,Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",$8.69 
4069,1629,1,Bottled Water,,$1.09 
4070,1629,1,Side of Chips,,$1.69 
4071,1629,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",$8.49 
4072,1630,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4073,1630,1,Chips and Fresh Tomato Salsa,,$2.95 
4074,1630,1,Canned Soft Drink,[Coke],$1.25 
4075,1631,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 
4076,1631,1,Chips and Guacamole,,$3.99 
4077,1632,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]",$10.98 
4078,1632,1,Nantucket Nectar,[Peach Orange],$3.39 
4079,1633,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4080,1633,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4081,1633,1,Chips,,$2.15 
4082,1634,2,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$18.50 
4083,1635,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
4084,1635,1,Veggie Salad,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",$8.49 
4085,1636,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole]]",$11.25 
4086,1636,1,Bottled Water,,$1.50 
4087,1637,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 
4088,1637,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
4089,1638,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",$8.99 
4090,1638,1,Chips and Fresh Tomato Salsa,,$2.39 
4091,1639,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
4092,1639,1,Chips and Guacamole,,$4.45 
4093,1640,2,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$17.50 
4094,1641,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4095,1641,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4096,1642,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
4097,1642,1,Chips and Guacamole,,$4.45 
4098,1642,3,Canned Soft Drink,[Diet Coke],$3.75 
4099,1643,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 
4100,1643,1,Chips and Guacamole,,$4.45 
4101,1643,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
4102,1643,1,Chips and Fresh Tomato Salsa,,$2.95 
4103,1644,1,Canned Soft Drink,[Lemonade],$1.25 
4104,1644,1,Chips and Guacamole,,$4.45 
4105,1644,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",$8.75 
4106,1645,1,Canned Soft Drink,[Coke],$1.25 
4107,1645,1,Bottled Water,,$1.50 
4108,1645,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 
4109,1646,1,Veggie Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
4110,1646,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",$11.25 
4111,1647,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4112,1647,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4113,1648,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 
4114,1648,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 
4115,1648,1,Chips and Guacamole,,$4.45 
4116,1648,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese]]",$8.75 
4117,1649,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
4118,1649,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 
4119,1650,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",$8.75 
4120,1650,1,Chips and Guacamole,,$4.45 
4121,1651,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",$8.75 
4122,1651,1,Canned Soft Drink,[Lemonade],$1.25 
4123,1651,1,Chips,,$2.15 
4124,1652,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",$8.75 
4125,1652,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",$8.75 
4126,1652,2,Chips,,$4.30 
4127,1653,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",$8.75 
4128,1653,1,Canned Soft Drink,[Sprite],$1.25 
4129,1653,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
4130,1654,1,Steak Soft Tacos,[Fresh Tomato Salsa],$9.25 
4131,1654,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
4132,1655,1,Chips and Guacamole,,$4.45 
4133,1655,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4134,1655,1,Veggie Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4135,1655,1,Barbacoa Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4136,1655,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4137,1655,3,Bottled Water,,$4.50 
4138,1656,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",$11.75 
4139,1656,1,Canned Soft Drink,[Lemonade],$1.25 
4140,1657,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
4141,1657,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]",$11.75 
4142,1657,1,Canned Soft Drink,[Coke],$1.25 
4143,1657,1,Canned Soft Drink,[Nestea],$1.25 
4144,1658,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans]]",$9.25 
4145,1658,1,Chips and Guacamole,,$4.45 
4146,1659,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4147,1659,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole]]",$11.75 
4148,1660,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$17.50 
4149,1660,1,Chips,,$2.15 
4150,1660,1,Canned Soft Drink,[Coke],$1.25 
4151,1660,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 
4152,1660,10,Bottled Water,,$15.00 
4153,1660,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]]",$11.25 
4154,1660,1,Chips and Guacamole,,$4.45 
4155,1660,1,Chips and Guacamole,,$4.45 
4156,1660,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
4157,1661,1,Chicken Bowl,"[Fresh Tomato Salsa, [Guacamole, Sour Cream, Cheese, Rice, Fajita Vegetables]]",$11.25 
4158,1661,1,Chips,,$2.15 
4159,1662,1,Canned Soft Drink,[Sprite],$1.25 
4160,1662,1,Bottled Water,,$1.50 
4161,1662,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese]]",$8.75 
4162,1662,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",$11.25 
4163,1662,1,Chips and Fresh Tomato Salsa,,$2.95 
4164,1663,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4165,1663,1,Canned Soft Drink,[Sprite],$1.25 
4166,1664,1,Chips,,$2.15 
4167,1664,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4168,1664,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 
4169,1664,1,6 Pack Soft Drink,[Diet Coke],$6.49 
4170,1665,1,Canned Soft Drink,[Diet Coke],$1.25 
4171,1665,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]",$8.75 
4172,1665,1,Chips,,$2.15 
4173,1666,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4174,1666,1,6 Pack Soft Drink,[Coke],$6.49 
4175,1667,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole]]",$11.25 
4176,1667,1,Bottled Water,,$1.50 
4177,1668,1,Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4178,1668,1,Chips and Guacamole,,$4.45 
4179,1669,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$8.75 
4180,1669,1,Chips and Guacamole,,$4.45 
4181,1670,1,Steak Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
4182,1670,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$9.25 
4183,1670,1,Canned Soft Drink,[Coke],$1.25 
4184,1670,1,Canned Soft Drink,[Sprite],$1.25 
4185,1671,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4186,1671,3,Bottled Water,,$4.50 
4187,1672,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]",$11.25 
4188,1672,1,Canned Soft Drink,[Coke],$1.25 
4189,1673,1,Bottled Water,,$1.50 
4190,1673,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$9.25 
4191,1673,1,Chips,,$2.15 
4192,1673,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce, Guacamole]]",$11.25 
4193,1673,1,Chips and Guacamole,,$4.45 
4194,1674,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4195,1674,1,Chips and Guacamole,,$4.45 
4196,1675,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream]]",$8.75 
4197,1675,1,Chips and Guacamole,,$4.45 
4198,1676,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",$9.25 
4199,1676,1,Chips and Guacamole,,$4.45 
4200,1676,1,Canned Soft Drink,[Coke],$1.25 
4201,1677,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Guacamole]]",$11.25 
4202,1677,1,Chips and Guacamole,,$4.45 
4203,1678,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 
4204,1678,1,Chips and Guacamole,,$4.45 
4205,1679,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Lettuce]]",$8.75 
4206,1679,1,Chips,,$2.15 
4207,1679,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]",$8.75 
4208,1679,1,Chips and Guacamole,,$4.45 
4209,1679,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce]]",$8.75 
4210,1680,1,Steak Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 
4211,1680,1,Bottled Water,,$1.50 
4212,1681,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 
4213,1681,1,Chips and Guacamole,,$4.45 
4214,1682,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 
4215,1682,1,Chips,,$2.15 
4216,1682,1,Bottled Water,,$1.50 
4217,1683,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",$8.75 
4218,1683,1,Chips and Guacamole,,$4.45 
4219,1684,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Lettuce]]",$8.75 
4220,1684,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",$11.75 
4221,1685,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",$8.75 
4222,1685,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]]",$8.75 
4223,1686,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4224,1686,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 
4225,1687,1,Bottled Water,,$1.50 
4226,1687,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",$8.75 
4227,1687,1,Chips,,$2.15 
4228,1688,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]",$11.75 
4229,1688,1,Chips,,$2.15 
4230,1689,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",$9.25 
4231,1689,1,Chips and Fresh Tomato Salsa,,$2.95 
